artist_name,track_name,track_id,track_popularity,artist_id,artist_followers,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Taylor Swift,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,69,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.645,0.593,2.0,-6.506,1.0,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720.0
Jnr Choi,TO THE MOON,5vUnjhBzRJJIAOJPde6zDx,75,1Z25ZlGHqqlr3o1UGQOfNn,54090,['gambian hip hop'],60,0.745,0.65,2.0,-11.814,1.0,0.346,0.0451,0.00758,0.111,0.386,144.047,152137.0
22december,chinatown!,4JipCNXiKHe9LiKqMQr5w7,68,5qOORCmdl34SsKnB8o4aaF,22264,['aesthetic rap'],52,0.42,0.66,4.0,-7.726,0.0,0.326,0.016,0.00284,0.138,0.307,109.914,145115.0
Colby Acuff,If I Were the Devil,3lsWwQnDg99gtni4g5V0UG,64,2L9DVKDXY3W8uRl5TwLbMC,19524,[],49,0.497,0.388,1.0,-9.928,0.0,0.0525,0.639,1.99e-05,0.0666,0.635,171.976,242442.0
Dua Lipa,We're Good,1diS6nkxMQc3wwC4G1j0bh,76,6M2wZ9GZgrQXHCFfjv46we,37295363,"['dance pop', 'pop', 'uk pop']",87,0.722,0.588,6.0,-5.932,1.0,0.0544,0.0319,0.0,0.183,0.59,134.01,165507.0
Lil Baby,Real As It Gets (feat. EST Gee),7eX3um6NpOQKWJMGCi97XD,66,5f7VJjfbwm532GiveGC0ZK,12154289,"['atl hip hop', 'atl trap', 'rap', 'trap']",89,0.779,0.705,6.0,-5.891,0.0,0.163,0.00471,0.0,0.0971,0.196,140.005,192804.0
RealestK,WFM,1DNA2z7Txysjk3cNz2nDLm,71,35R1B97CfrqKFFI3QBkTDx,218535,[],65,0.437,0.184,1.0,-17.667,1.0,0.0313,0.72,0.00253,0.113,0.247,80.088,136000.0
Taylor Swift,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,69,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.473,0.579,4.0,-5.824,1.0,0.0384,0.214,0.0,0.0877,0.255,73.942,297013.0
Ingratax,París,4bF2y8rR7GUjrd5LNEvej3,80,62YF0FglEltB3CnVIjoko8,345869,['concurso de talentos argentino'],64,0.57,0.455,1.0,-5.748,0.0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429.0
Giveon,Still Your Best,6qvtoU0gbkaOcTx6mnVDgV,68,4fxd5Ee7UefO4CUXgwJ7IP,2617432,"['pop', 'r&b']",79,0.535,0.406,3.0,-7.681,0.0,0.0654,0.481,0.0,0.144,0.217,113.467,177446.0
Taylor Swift,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,69,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.594,0.713,9.0,-5.314,1.0,0.0503,0.000328,0.0,0.114,0.328,129.958,295413.0
Falling into Pink,Pink Noise for Sleeping,2ex3O9bv4muJcuVI3BQbtj,70,6GpFiBAVovOVJfK7OTWnxN,124,['white noise'],52,,,,,,,,,,,,
Billie Eilish,Male Fantasy,4ak9GGe6afmi2HbxEjvhIC,71,6qqNVTkY8uBg9cP3Jd7DAH,72176384,"['art pop', 'electropop', 'pop']",88,0.687,0.288,2.0,-10.415,1.0,0.045,0.863,0.0,0.0986,0.308,110.927,194887.0
Koby Laver,Going Back,0QCWhIYVGx3ousdsUZgy84,70,639xerhpqwPMYay6bkjz75,1272,['background music'],53,0.065,0.0034,9.0,-37.097,1.0,0.0489,0.984,0.847,0.101,0.0719,72.496,228000.0
SpotemGottem,Beat Box 4 (with NLE Choppa),2LbNkvmYabhVf9jBCVeLm7,66,3Y2MLcrD3ZQXRXmtn4fZQx,388366,"['florida rap', 'trap', 'viral rap']",56,0.816,0.46,8.0,-8.177,1.0,0.382,0.0667,0.0,0.128,0.392,159.985,212027.0
Drip-Drop,Cozy Thunder And Rain - Seamless,2QtHxdxJ5Dc2eVHEfPA079,68,0iDx4sYtJ0FfXi5tdGGXTA,110,[],51,0.26,0.87,1.0,-22.09,1.0,0.335,0.00433,0.959,0.519,0.0394,63.73,164000.0
Taylor Swift,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,70,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.584,0.743,4.0,-7.075,1.0,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,224240.0
The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,69,2tIP7SsRs7vjIcLrU85W8J,4090880,"['australian hip hop', 'pop']",80,0.671,0.639,2.0,-6.852,0.0,0.134,0.0928,0.0,0.0941,0.385,119.82,216000.0
Ryan Castro,Malory,4T18CIOag4LfuqqfzyBQmw,78,7j6DKwmjbxvpQO8h914uEz,1264004,"['trap colombiano', 'trap latino']",74,0.803,0.745,2.0,-5.251,1.0,0.0657,0.136,0.00763,0.0712,0.628,107.077,116636.0
Grupo Firme,Cada Quien,5BE9B2FiFWBbBdoIQ1m1UP,73,1dKdetem2xEmjgvyymzytS,7984351,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",81,0.707,0.833,3.0,-2.498,1.0,0.0517,0.137,0.0,0.115,0.788,110.062,197781.0
Sebastian Yatra,Dos Oruguitas,5rohUzwEoRsUvAA1Bf3DLo,69,07YUOmWljBTXwIseAUd9TW,20361732,"['colombian pop', 'reggaeton colombiano']",81,0.423,0.355,0.0,-10.565,1.0,0.0454,0.761,0.0,0.0915,0.465,93.788,214613.0
Taylor Swift,champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,69,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,244000.0
Ski Mask The Slump God,The Matrix,0DbO2UQHQvlcwMppuvmTpI,66,2rhFzFmezpnW82MNqEKVry,5187029,"['miami hip hop', 'rap']",75,0.915,0.645,8.0,-7.067,0.0,0.343,0.0478,0.0,0.139,0.593,142.902,130507.0
Kelsea Ballerini,I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,73,3RqBeV12Tt7A8xH3zBDDUF,949639,"['contemporary country', 'country', 'pop']",69,0.607,0.418,1.0,-6.997,1.0,0.0363,0.394,0.0,0.182,0.386,95.002,171200.0
Little Circuits,Beautiful Imagination,5LEHlRPjGcZ5RdagAwXpHS,70,1UyzP6admqk7jIIgedlD4B,508,['sleep'],52,0.102,0.0333,3.0,-34.177,1.0,0.0476,0.797,0.927,0.111,0.0591,89.605,143053.0
che,agenda,3nDjCWmn3FHTI9q8y2twLS,65,5A7T1LAGJg5NXySBoIKUmF,20702,['vapor trap'],51,0.547,0.453,3.0,-8.779,1.0,0.0358,0.189,0.0329,0.119,0.412,73.016,99127.0
42 Dugg,Bestfriends,2FBXdFBzEqz29fEtn2zp07,64,45gHcnDnMC15sgx3VL7ROG,736998,"['detroit trap', 'rap', 'trap']",71,0.817,0.704,2.0,-7.697,1.0,0.211,0.0613,0.0,0.236,0.452,94.486,132794.0
Stray Kids,Thunderous,0nwTMzpatarzvLvtwwzdCt,75,2dIgFjalVxs4ThymZ67YCE,9601323,"['k-pop', 'k-pop boy group']",81,0.601,0.786,1.0,-3.706,1.0,0.234,0.213,0.0,0.209,0.79,172.156,183267.0
JP Saxe,If the World Was Ending (feat. Julia Michaels),77MdvMx9L4ZQuLhhn3o21h,73,66W9LaWS0DPdL7Sz8iYGYe,383966,"['alt z', 'canadian contemporary r&b', 'neo mellow', 'pop']",67,0.429,0.486,1.0,-9.971,1.0,0.101,0.866,0.0,0.0982,0.661,146.99,209493.0
Sanctus Real,My God Is Still The Same,18QN5s8wxFP61qsKPLiBue,66,6QgOGgahvXBHEEzpjbDsOj,284729,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",55,0.445,0.821,1.0,-5.146,1.0,0.136,0.0129,0.0,0.357,0.398,164.154,205147.0
Memo Boy,Insomniac,62JzTgFcJ4BX07AktKmB1S,68,2jwC7uml6QVgLBfx1Hbtek,124610,['weirdcore'],56,0.517,0.713,2.0,-8.508,1.0,0.0403,0.243,0.852,0.133,0.367,129.917,212308.0
Travis Scott,MAFIA,08F16baYbciTva9P4BvpiI,71,0Y5tJX1MQlPlqiwlOH1tJY,21388609,"['rap', 'slap house']",88,0.855,0.492,0.0,-7.578,0.0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,240000.0
Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),1HsOTiVqdN7PB1zOS2bcsO,66,6Xgp2XMz1fhVYe7i6yNAax,8116055,"['melodic rap', 'rap', 'trap']",82,0.672,0.654,1.0,-4.528,1.0,0.0966,0.201,0.0,0.1,0.404,78.512,188026.0
Becky Hill,Remember - Acoustic,5aXfGM7WVcqyAvqnL7k0y3,73,4EPJlUEBy49EX1wuFOvtjK,562797,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance']",76,0.62,0.379,3.0,-8.675,1.0,0.0412,0.797,0.0,0.195,0.509,118.899,178627.0
Drake,Fountains (with Tems),08XWh5c0BMyD1nKVxxl91z,71,3TVXtAsR1Inumwj472S9r4,69021028,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,0.843,0.485,10.0,-8.735,0.0,0.195,0.181,0.0675,0.107,0.689,100.053,192418.0
Roddy Ricch,late at night,1fxYz1s15pyZLsJT0Hdh1m,68,757aE44tKEUQEqRuT6GnEB,8601256,"['melodic rap', 'rap', 'trap']",81,0.643,0.403,1.0,-11.254,0.0,0.41,0.343,0.0,0.138,0.111,98.54,174682.0
Morgan Wallen,Only Thing That’s Gone (feat. Chris Stapleton),0CfPMZ1DSdzglsMRpLDM2H,65,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.5,0.803,2.0,-4.591,1.0,0.032,0.11,2.12e-05,0.296,0.451,150.058,196707.0
Doja Cat,I Don't Do Drugs (feat. Ariana Grande),0FFsgUoFibYISzMxuGS61W,70,5cj0lLjcoR7YOSnhnX0Po5,23023983,"['dance pop', 'pop']",86,0.683,0.615,5.0,-5.737,1.0,0.0966,0.222,8.25e-06,0.154,0.45,77.014,188893.0
Taylor Swift,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,69,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.46,0.632,4.0,-6.031,1.0,0.0302,0.0158,0.0,0.0822,0.399,79.846,223333.0
Morgan Wallen,Heartless - Wallen Album Mix,7iUmO03ChCW5VZdaycM4aX,64,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.61,0.641,11.0,-4.423,1.0,0.0289,0.662,0.0,0.17,0.494,111.001,169613.0
Pink Sweat$,Honesty,19gCnDoMbugHhF7eMpLpe1,68,1W7FNibLa0O0b572tB2w7t,1485940,"['bedroom soul', 'chill r&b', 'pop']",69,0.66,0.139,6.0,-16.339,0.0,0.0323,0.964,1.1e-05,0.105,0.312,79.975,189000.0
Bo Burnham,Bezos I,5aszL9hl6SBzFNsOvw8u8w,72,2Waw2sSbqvAwK8NwACNjVo,1617182,['comic'],71,0.694,0.948,2.0,-5.307,1.0,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,58149.0
Lil Peep,right here,1FY8LJWKivOdoxZX5TSLpm,70,2kCcBybjl3SAtIcwdWpUe3,9209333,"['emo rap', 'lgbtq+ hip hop']",82,0.604,0.715,8.0,-7.118,0.0,0.0312,0.000425,7.78e-06,0.116,0.212,110.026,176907.0
Baby Keem,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR,67,5SXuuuRpukkTvsLuUknva1,1178260,"['hip hop', 'rap']",79,0.667,0.582,11.0,-5.791,0.0,0.267,0.00466,0.0,0.124,0.141,121.972,316733.0
Surfaces,Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,68,4ETSs924pXMzjIeD6E9b4u,874065,"['bedroom soul', 'pop']",68,0.695,0.656,1.0,-6.038,1.0,0.0489,0.057,0.0,0.267,0.346,90.986,213842.0
Taylor Swift,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,68,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.598,0.821,10.0,-4.433,1.0,0.0447,0.0231,0.0,0.143,0.673,128.03,225328.0
Zach Hood,Isabelle,1w9L6dvttZalWd8XqFYvSa,70,5aHlyw2WWqZW0HLICBuv7U,178131,"['alt z', 'gen z singer-songwriter', 'pop']",61,0.678,0.716,10.0,-4.403,1.0,0.0342,0.196,0.0,0.102,0.627,109.981,135000.0
BigXthaPlug,Big Stepper,7ya7Gr1dMpPIa4zXM6M5bd,64,6qxpnaukVayrQn6ViNvu9I,34143,"['southern hip hop', 'trap']",60,0.853,0.687,2.0,-10.646,1.0,0.369,0.0113,2.84e-05,0.0772,0.799,120.04,130775.0
Polo G,Black Hearted,25qk9xa71F1POdI4vj7rbi,66,6AgTAQt8XS6jRWi4sX7w49,8636824,"['chicago rap', 'rap']",82,0.506,0.563,1.0,-7.664,0.0,0.411,0.0326,0.0,0.0856,0.153,168.146,190509.0
bbno$,help herself,4YMc3A256xFBS0xcT77Qce,69,41X1TR6hrK8Q2ZCpp2EqCz,1139890,"['canadian hip hop', 'dark trap', 'vapor trap']",73,0.607,0.851,4.0,-7.754,0.0,0.0364,0.623,0.351,0.107,0.479,168.049,188571.0
Parker McCollum,To Be Loved By You,2pUQX4d3Cjh3umGkVz0XyI,63,0Z8XVUAOBPM4x12wKnFHEQ,254993,"['contemporary country', 'texas country']",67,0.475,0.805,10.0,-4.456,1.0,0.0377,0.000453,0.0,0.143,0.488,145.976,199680.0
Ivan Cornejo,Esa Carita,6eaTOaQHqkjuNvoShsoXhT,64,6PH3FLQAxtqYy46Zv08bpV,651648,"['nueva musica mexicana', 'sad sierreno']",75,0.676,0.551,4.0,-8.386,0.0,0.0318,0.35,2.42e-05,0.137,0.301,81.47,183435.0
Taron Egerton,A Sky Full of Stars,2VeLdiYiILcCOEV0izfzEW,69,5nwjcZ87CGNRiO98nFKdOD,99986,['hollywood'],62,0.44,0.676,6.0,-7.57,1.0,0.0582,0.152,0.0201,0.108,0.429,125.013,206438.0
Daisy the Great,Record Player (with AJR),4jYt1pQqg2mIZmY4FWCZEM,66,0SrIPejckovMwhrN3MZFPB,59673,"['brooklyn indie', 'indie pop']",53,0.665,0.684,11.0,-7.049,0.0,0.106,0.247,0.0,0.0636,0.927,73.986,149538.0
MadeinTYO,HUNNIDDOLLA,4cOdRhWoQg8wrtggw6YZLY,67,5SyGEPymt1G2uto47tVWvZ,1011528,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",60,0.49,0.449,1.0,-12.361,1.0,0.259,0.142,0.856,0.13,0.155,119.847,136150.0
Rainded,Dreamy Rain,0oSU0oQ4xp3H6sMh1In9W8,70,0fHeyixPnac66k5oBPclVW,72,[],52,0.182,0.86,5.0,-26.251,1.0,0.053,0.121,0.992,0.894,0.0129,80.904,151580.0
Smiley,Over The Top (feat. Drake),3yaYgjEFkRw3PVjW9mV1TO,68,6jeg7JBX9J9097esK752iR,31151,"['canadian hip hop', 'toronto rap']",54,0.833,0.498,10.0,-5.196,0.0,0.117,0.0493,0.0,0.119,0.259,139.928,153406.0
J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),0GAyuCo975IHGxxiLKDufB,67,6l3HvQ5sa6mXTsMTB19rO5,18392617,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85,0.583,0.625,1.0,-8.011,1.0,0.277,0.506,0.0,0.196,0.516,89.812,266291.0
Tech N9ne,Face Off,6M47gaKejso9772SKTa3yH,72,6UBA15slIuadJ8h2lPRPos,2564264,"['hip hop', 'kansas city hip hop', 'pop rap', 'southern hip hop']",68,0.693,0.935,8.0,-4.323,1.0,0.224,0.18,0.0,0.179,0.391,80.882,219802.0
Emmy Meli,I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,73,71szvmFWd7TUa7b6XmXj9k,152709,['high vibe'],55,0.646,0.471,10.0,-9.247,1.0,0.157,0.122,0.0,0.125,0.455,170.084,232813.0
Justin Moore,We Didn't Have Much,0Iuw6WPws324i7G7sCejTX,64,30e8DmahrEamvLbFRPdWmk,1636535,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",63,0.469,0.673,6.0,-8.015,1.0,0.0337,0.418,1.41e-05,0.119,0.578,175.954,174838.0
Nardo Wick,Me or Sum (feat. Future & Lil Baby),1qlh1WxuWilyIWRwdsKMuJ,65,0Njy6yR9LykNKYg9yE23QN,492984,"['florida rap', 'rap', 'trap']",73,0.532,0.572,1.0,-6.794,1.0,0.421,0.00984,0.0,0.143,0.369,160.517,225664.0
Whitney Houston,How Will I Know,79wbJeLkXOlJh4AzaWCWfL,73,6XpaIBNiVzIetEPCWDvAFP,8564031,"['dance pop', 'pop', 'urban contemporary']",75,0.761,0.739,6.0,-3.591,1.0,0.0369,0.178,3.35e-06,0.23,0.656,118.997,213436.0
DaBaby,Lonely (with Lil Wayne),6pmNoWKk0r6zfIjWneJRxR,65,4r63FhuTkUYltbVAg5TQnk,10268248,"['north carolina hip hop', 'rap', 'trap']",81,0.718,0.628,0.0,-5.334,1.0,0.373,0.0884,0.0,0.186,0.771,139.769,154433.0
"Tyler, The Creator",CORSO,46oHvXwpEZOFX518we1nJD,66,4V8LLVI7PbaPR0K2TGSxFF,9926658,"['hip hop', 'rap']",83,0.703,0.845,10.0,-4.851,0.0,0.337,0.169,0.0,0.122,0.745,97.672,146482.0
Noah Kahan,Someone Like You (feat. Joy Oladokun),0hiHNxqKGf3GZgVTIOAiiK,68,2RQXRUsr4IW1f3mKyKsy4B,568481,['pop'],75,0.614,0.526,5.0,-7.492,1.0,0.0603,0.468,0.0,0.0939,0.366,177.913,186552.0
Jenevieve,Baby Powder,4Nw7kywWurWS6ceinn1cHK,68,0dUYLC7DLjeS8gIh8cz2Pq,115388,"['alternative r&b', 'chill r&b', 'indie r&b']",55,0.799,0.452,1.0,-7.641,0.0,0.0466,0.238,0.000133,0.0878,0.732,78.461,176760.0
Morgan Wallen,Wonderin’ Bout The Wind,2p6hbwOB2u5hI4Uc8FDNL3,64,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.481,0.715,6.0,-5.626,1.0,0.0334,0.244,0.0,0.133,0.395,90.966,182227.0
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,79,6DgP9otnZw5z6daOntINxp,310432,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",74,0.787,0.833,8.0,-4.403,1.0,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604.0
KAROL G,EL BARCO,0MT6qJd7wKlWjH7tP7oWHi,73,790FomKkXshlbRYZFtlgla,30078166,"['reggaeton', 'reggaeton colombiano']",85,0.85,0.849,8.0,-3.436,0.0,0.0437,0.611,0.000193,0.329,0.92,143.975,203507.0
Greta Van Fleet,Light My Love,4iya38ctQ1httyA6NOG9oW,66,4NpFxQe2UvRCAjto3JqlSl,2117702,"['modern blues rock', 'modern hard rock', 'rock']",66,0.374,0.778,5.0,-4.466,1.0,0.0363,0.1,0.199,0.107,0.484,133.85,270887.0
Taylor Swift,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,68,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.519,0.527,7.0,-7.673,1.0,0.0274,0.075,0.0,0.132,0.267,78.915,238867.0
Conan Gray,Astronomy,0KmgJyW4GDgonqsoyx0CZ3,71,4Uc8Dsxct0oMqx0P6i60ea,6916596,"['bedroom pop', 'pop']",80,0.471,0.335,4.0,-8.767,0.0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907.0
Adele,Can I Get It,6w8ZPYdnGajyfPddTWdthN,73,4dpARuHxo51G3z768sgnrY,43981274,"['british soul', 'pop', 'pop soul', 'uk pop']",84,0.703,0.68,9.0,-6.118,0.0,0.0431,0.0171,0.0,0.178,0.536,97.985,210384.0
Kxllswxtch,LIGHTS OUT,4lFp9RYuggXl9CNyaxBtgh,67,2VDZoCBGjxbHJbnzSX5nP6,101076,"['dark trap', 'oc rap', 'scream rap', 'viral rap']",67,0.861,0.865,0.0,-6.068,1.0,0.296,0.422,0.0,0.132,0.569,102.552,85463.0
Justin Bieber,Off My Face,3T03rPwlL8NVk1yIaxeD8U,76,1uNFoZAHBGtllmzznpCI3s,67640519,"['canadian pop', 'pop']",89,0.509,0.228,4.0,-8.68,1.0,0.0332,0.92,0.0,0.104,0.586,90.674,156468.0
Summrs,just cant,4DCSx7XCBxYWuc71WL02j2,65,5L15t6I0PQS9SBXbiklPEN,193626,"['glitchcore', 'plugg', 'vapor trap']",60,0.687,0.506,5.0,-11.653,0.0,0.166,0.66,0.0,0.0996,0.328,141.979,142716.0
gigi,Sometimes (Backwood),1ElGmhauttS9p7LwmHG9uM,69,3FVGHhoCQxw0fmNhRMhmOT,25236,['bedroom pop'],51,0.41,0.174,3.0,-11.405,1.0,0.0328,0.767,0.00197,0.114,0.0694,105.292,153000.0
gazzzy,Feel Like God,0Ck25uqrWpIM3yGPP5lxFW,71,5bbDzC9XXR8rxW9OIjAven,9308,['sad lo-fi'],52,0.819,0.35,1.0,-10.433,1.0,0.062,0.0585,0.243,0.109,0.118,121.966,155951.0
Summer Walker,Ex For A Reason (with JT from City Girls),1De7cOMrdUnVpjWBaowMg4,70,57LYzLEk2LcFghVwuWbcuS,4293226,"['pop', 'r&b', 'rap']",79,0.726,0.728,11.0,-5.775,0.0,0.0408,0.239,0.0,0.177,0.566,115.047,225502.0
Matt Sassari,Give It To Me - Full Vocal Mix,5ZduaRci3iNUiDfJbBfAaf,81,21dVknSLCsK37cWozWDZZS,31701,"['french tech house', 'french techno']",64,0.874,0.869,1.0,-5.996,0.0,0.0315,0.00116,0.00238,0.164,0.726,126.027,102861.0
Moneybagg Yo,Love It Here,0uiHv6ieCOkc9sE9ae3nDJ,65,3tJoFztHeIJkJWMrx0td2f,3280727,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",76,0.786,0.438,7.0,-10.537,0.0,0.391,0.279,0.0,0.105,0.154,85.924,89617.0
Isaiah Rashad,RIP Young,6BiCjPFN5rM9JPy5eP5mCs,66,6aaMZ3fcfLv4tEbmY7bjRM,1209081,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",66,0.971,0.677,2.0,-6.895,1.0,0.092,0.0476,2.22e-05,0.112,0.58,120.027,158051.0
Adio,Lotus Rain,0cYf8BBWyP83Q6uxqjkSel,68,1u9z4r9MRMjVc4t2bI2z4W,124,[],50,0.181,0.864,1.0,-33.39,1.0,0.0587,0.188,0.983,0.406,0.00739,92.092,124000.0
Faye Webster,In A Good Way,2VYnlKxB8jpbCeLUjQsebc,65,5szilpXHcwOqnyKLqGco5j,348880,"['atlanta indie', 'indie pop']",62,0.587,0.286,9.0,-8.839,1.0,0.0315,0.185,0.0288,0.214,0.302,71.123,224680.0
Morgan Wallen,More Surprised Than Me,5NhcE6cuJjVYyVEKp97zOt,64,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.516,0.748,6.0,-6.049,1.0,0.0289,0.241,0.0,0.123,0.433,85.004,157440.0
42 Dugg,Maybach (feat. Future),2Qt8qG9SWPdtRiaWcPNJRm,64,45gHcnDnMC15sgx3VL7ROG,736998,"['detroit trap', 'rap', 'trap']",71,0.735,0.446,5.0,-10.232,1.0,0.109,0.0071,1.93e-05,0.173,0.121,150.915,199093.0
PlayaPhonk,Keraunos,5ZKyj00XSlmEoKnDGH4JZa,74,1SwmXTElW9TlkK2Rydgb4D,230541,['drift phonk'],64,0.838,0.59,7.0,-4.305,1.0,0.233,0.439,0.874,0.105,0.495,150.02,144980.0
Morgan Wallen,Livin’ The Dream,3O9lWje3TSupR4vObAg9Yu,64,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.621,0.753,7.0,-5.904,0.0,0.0271,0.581,0.00605,0.215,0.438,127.035,239120.0
Tory Lanez,‘87 Stingray,17sPXQa8bT24ToCYHXuQXI,67,2jku7tDXc6XoB6MO2hFuqg,4823217,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.498,0.931,10.0,-6.182,0.0,0.0737,0.139,4.65e-06,0.111,0.731,193.434,141333.0
Machine Gun Kelly,DAYWALKER! (feat. CORPSE),2NnJpRXIlx35Vij3bPZO0h,67,6TIYQ3jFPwQSRmorSezPxX,4871672,"['ohio hip hop', 'pop', 'pop rap']",79,0.632,0.922,7.0,-2.173,1.0,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,137747.0
Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",5W8HXMOMLtXLz0RGKUtnlZ,71,4utLUGcTvOJFr6aqIJtYWV,548949,"['piano rock', 'viral pop']",67,0.664,0.692,1.0,-4.128,0.0,0.127,0.237,0.0,0.0798,0.233,154.924,257369.0
FL Dusa,Dear God (feat. Kevin Gates),1oPdIqXhjswpTnA5PPQs0K,63,1l39BupEDqsioWGVDXluVG,5263,[],48,0.673,0.748,7.0,-6.1,1.0,0.365,0.255,0.0,0.236,0.716,139.667,181714.0
Lovejoy,One Day,58U47mHjyLwUwJZ7voUt15,68,33tFkBLsl6f8TjKkV0uF0C,1196680,"['dream smp', 'indie pop']",65,0.339,0.73,10.0,-8.568,0.0,0.0358,0.00737,0.0,0.0472,0.837,183.144,144375.0
Ashley Kutcher,Love You From a Distance,4bpyaPa1xruVgE2GtsYbIW,69,1Zi1c8sWZTy5rDiN3lAuEj,76101,"['alt z', 'gen z singer-songwriter', 'pop']",57,0.333,0.538,4.0,-8.653,1.0,0.0325,0.557,0.0,0.0977,0.63,149.377,204000.0
LISA,LALISA,7uQZVznj0uQOGC9KhV2Mg6,72,5L1lO4eRHmJ7a0Q6csE5cT,3826020,['k-pop'],69,0.806,0.653,8.0,-6.283,1.0,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690.0
Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,71,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.61,0.488,3.0,-6.918,1.0,0.0293,0.817,0.0,0.312,0.443,125.039,240227.0
Polo G,Unapologetic (with NLE Choppa),45vDAZmpEf8BGVd1EA9yLA,66,6AgTAQt8XS6jRWi4sX7w49,8636824,"['chicago rap', 'rap']",82,0.666,0.707,5.0,-5.444,0.0,0.255,0.0862,0.0,0.334,0.627,160.0,168000.0
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),5fbHRCsGpFIOLRtlhCRFDR,66,4V8LLVI7PbaPR0K2TGSxFF,9926658,"['hip hop', 'rap']",83,0.62,0.586,1.0,-6.612,1.0,0.212,0.155,0.0,0.535,0.487,137.131,130980.0
Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,68,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.502,0.534,2.0,-5.954,1.0,0.0278,0.0399,0.0,0.0977,0.155,94.05,299080.0
