artist_name,track_name,track_id,track_popularity,artist_id,artist_followers,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Lil Peep,your favorite dress,186bb3vDk1yzNK5u3e7h7O,73,2kCcBybjl3SAtIcwdWpUe3,9209333,"['emo rap', 'lgbtq+ hip hop']",82,0.494,0.628,7.0,-7.615,1.0,0.0541,0.0814,0.0,0.111,0.101,129.966,177387.0
Coldplay,My Universe,3FeVmId7tL5YN8B7R3imoM,83,4gzpq5DPGxSnKTe4SA8HAU,39942336,"['permanent wave', 'pop']",88,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0
Becky Hill,Remember,4laAKIq9ZxBCwf99rauPYb,79,4EPJlUEBy49EX1wuFOvtjK,562797,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance']",76,0.612,0.862,8.0,-2.903,1.0,0.037,0.041,0.0,0.0907,0.354,123.849,160766.0
Gera MX,Botella Tras Botella,2MnLkFqY9Rpg9s3Zv6ZJdK,79,2hejA1Dkf8v8R0koF44FvW,3712204,"['mexican hip hop', 'rap conciencia']",75,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333.0
Eslabon Armado,Cuando Tú Me Miras,5kItv0UayV5g4Xs9FMshDR,71,0XeEobZplHxzM9QzFQWLiR,3013786,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",77,0.618,0.644,8.0,-10.663,1.0,0.0296,0.451,0.000105,0.352,0.861,98.721,155125.0
Kay Flock,PSA,6T5i0o62ZyfHRRHHihYJ1n,70,2AMeiDbfU2vonrTkpXDKUu,314914,"['bronx drill', 'melodic drill', 'new york drill']",64,0.872,0.77,1.0,-6.722,1.0,0.538,0.0591,0.0,0.0663,0.817,147.061,113600.0
PinkPantheress,Break it off - Bonus,78ul3D77noQsYjSwvwiPU1,72,78rUTD7y6Cy67W1RVzYs7t,1283309,[],71,0.552,0.904,11.0,-4.891,0.0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133.0
Marca MP,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,76,44mEtidu0VdRkIqO4IbkNa,1535513,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",71,0.673,0.326,0.0,-7.481,1.0,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408.0
YBN Nahmir,Opp Stoppa (feat. 21 Savage),78p1rF7xx1snnaKxtUzBHn,69,3gGUMEwIX6XodWsYEvKSal,2912483,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",63,0.829,0.343,0.0,-4.962,1.0,0.0982,0.00718,0.0,0.172,0.309,78.061,135418.0
Young Thug,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,71,50co4Is1HCEo8bhOyUWKpn,7626307,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.91,0.585,11.0,-7.572,0.0,0.257,0.0536,0.0,0.127,0.599,129.011,165067.0
Kanye West,Off The Grid,6LNoArVBBVZzUTUiAX2aKO,72,5K4W6rqBFWDnAN6FQUkS6x,18717541,"['chicago rap', 'rap']",90,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,339250.0
Young Thug,Livin It Up (with Post Malone & A$AP Rocky),7zjEyeBsaw9gV0jofJLfOM,73,50co4Is1HCEo8bhOyUWKpn,7626307,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.0,0.105,0.765,82.582,210907.0
Tory Lanez,Lavender Sunflower,1au2UduxcvHfa0fZS3Szci,73,2jku7tDXc6XoB6MO2hFuqg,4823217,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.607,0.735,4.0,-6.065,0.0,0.095,0.253,0.0,0.11,0.964,88.894,151967.0
Rauw Alejandro,Todo De Ti,4fSIb4hdOQ151TILNsSEaF,81,1mcTU81TzQhprhouKaTkpq,14450535,"['puerto rican pop', 'trap latino']",89,0.78,0.718,3.0,-3.605,0.0,0.0506,0.31,0.000163,0.0932,0.342,127.949,199604.0
Rod Wave,By Your Side,2AaJeBEq3WLcfFW1y8svDf,68,45TgXXqMDdF8BkjA83OM7z,3907521,['florida rap'],78,0.649,0.508,8.0,-10.232,1.0,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,194051.0
KAROL G,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,77,790FomKkXshlbRYZFtlgla,30078166,"['reggaeton', 'reggaeton colombiano']",85,0.635,0.706,5.0,-3.224,0.0,0.125,0.256,0.0,0.108,0.443,88.863,209160.0
Grupo Firme,Se Fue La Pantera (En Vivo),6Yard5LK4aXEn0kBKtHSob,78,1dKdetem2xEmjgvyymzytS,7984351,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",81,0.557,0.66,3.0,-4.467,1.0,0.0768,0.118,0.0,0.085,0.907,128.179,202022.0
Niko Moon,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,69,6Rw7DRa1dzChBvxGPCpOxU,84371,['contemporary country'],57,0.802,0.59,5.0,-7.189,1.0,0.0493,0.0874,0.0,0.275,0.687,138.084,214720.0
Baby Keem,vent,1ITpqT1kDATCtMBwOK7sYn,71,5SXuuuRpukkTvsLuUknva1,1178260,"['hip hop', 'rap']",79,0.896,0.377,9.0,-5.502,1.0,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,136573.0
ASTN,Happier Than Ever,7es56D0QedGMsK39wl2yFX,75,7zkwepHPyac6tCYl0fL0co,242777,"['bedroom soul', 'chill r&b', 'pop']",61,0.667,0.457,6.0,-6.885,0.0,0.439,0.341,0.0,0.114,0.266,97.604,109326.0
Yeat,Turban,4aMxs74PXoQg2SLgjypcvb,70,3qiHUAX7zY4Qnjx8TNUzVx,1389773,['pluggnb'],79,0.669,0.682,1.0,-7.974,1.0,0.293,0.00165,0.0116,0.339,0.345,148.153,155742.0
Luis R Conriquez,Me Metí En El Ruedo,7KNSQcLwrl3bNEuV1OVHtv,76,0pePYDrJGk8gqMRbXrLJC8,1600989,"['corrido', 'nueva musica mexicana', 'sad sierreno']",82,0.805,0.614,9.0,-6.845,0.0,0.137,0.615,0.0,0.0915,0.633,100.035,174864.0
Drake,Pipe Down,11pEKMLmavDu8fxOB5QjbQ,70,3TVXtAsR1Inumwj472S9r4,69021028,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,0.518,0.69,9.0,-6.15,1.0,0.107,0.128,0.0,0.176,0.59,77.837,205721.0
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,72,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.678,0.733,7.0,-5.025,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,200280.0
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,83,4pnp4w9g30yLfVIAFnZMRd,78458,[],68,0.854,0.806,11.0,-8.262,0.0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890.0
Sarah Cothran,As the World Caves In,2xXNLutYAOELYVObYb1C1S,74,3kft86DbqCNr7rjq3pEj0G,270815,['gen z singer-songwriter'],59,0.422,0.25,0.0,-6.836,1.0,0.0351,0.441,0.0,0.35,0.246,124.026,161613.0
grentperez,Cherry Wine,5o5WaO9pzPhXSGIrTIYVce,72,73BLwSX6gsNeVzS7DgI4xe,235240,[],63,0.74,0.563,11.0,-7.016,0.0,0.04,0.34,0.0,0.0824,0.577,104.958,173286.0
Chlöe,Have Mercy,5SixeLvPsYpk7qq9lo5xYg,72,1FtBEIWAwvw5ymBen5GICR,221790,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap']",63,0.903,0.535,9.0,-6.434,1.0,0.0742,0.297,0.0,0.345,0.508,130.022,148779.0
PlayaPhonk,Phonky Town,5mnpMkzp3Z2RCCbwIEZCbv,77,1SwmXTElW9TlkK2Rydgb4D,230541,['drift phonk'],64,0.805,0.816,1.0,-4.685,1.0,0.346,0.363,0.826,0.121,0.338,124.966,141343.0
Nardo Wick,Wicked Witch,6TNkJPyBho8mQE6IziibHu,68,0Njy6yR9LykNKYg9yE23QN,492984,"['florida rap', 'rap', 'trap']",73,0.68,0.638,11.0,-7.592,1.0,0.325,0.00257,0.00196,0.122,0.322,150.033,163240.0
Imagine Dragons,Enemy - From the series Arcane League of Legends,5UlnuulVAVmmesw4VzqHdG,78,53XhwfbYqKCa1cC15pYq2q,43487897,"['modern rock', 'rock']",87,0.722,0.745,7.0,-4.164,1.0,0.256,0.247,0.0,0.419,0.52,77.029,173381.0
BoyWithUke,Toxic,2gQPv5jvVPqU2a9HhMNO1v,77,1Cd373x8qzC7SNUg5IToqp,2637002,['sad rap'],76,0.594,0.612,8.0,-6.627,0.0,0.363,0.835,0.0,0.461,0.687,179.629,168020.0
Ashnikko,Slumber Party (feat. Princess Nokia),11ZulcYY4lowvcQm4oe3VJ,74,3PyJHH2wyfQK3WZrk9rpmP,1806638,"['dance pop', 'electropop', 'escape room', 'pop']",68,0.964,0.398,11.0,-8.981,0.0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,178405.0
Nathan Evans,Wellerman - Sea Shanty,54OBgO0Xwu20Jak9TMXbR7,77,1PKErrAhYFdfrDymGHRQRo,282773,[],65,0.675,0.359,3.0,-5.157,1.0,0.108,0.614,0.0,0.137,0.792,191.903,155333.0
Sleepy Hallow,Basketball Dreams (Intro),0TYq1cxJXPGGjO0bYHDH2L,71,6EPlBSH2RSiettczlz7ihV,1155825,"['brooklyn drill', 'nyc rap']",76,0.587,0.282,6.0,-11.902,0.0,0.308,0.947,0.0,0.11,0.53,188.37,91924.0
Black Gryph0n,Insane,5flerg6aEao2VayZezVlgu,73,4ET82ZtSfAK4utfjDauImD,77087,['otacore'],59,0.716,0.712,4.0,-5.826,0.0,0.144,0.193,0.0,0.823,0.797,104.899,159714.0
EKKSTACY,i walk this earth all by myself,6oofvZ4K8vBHnCT1oKERcd,74,0ynzbXwyCzxicMKHBoOkSH,109184,[],66,0.595,0.588,10.0,-11.313,1.0,0.0624,0.507,0.781,0.113,0.518,166.061,145634.0
Mad Tsai,killer queen,0qo1JukfClmpHnUOJxpFXi,72,5C2iFRY2UldL2hv9THw4aB,243382,"['alt z', 'bedroom pop', 'indie pop', 'viral rap']",57,0.69,0.732,3.0,-5.352,0.0,0.0497,0.0604,0.00114,0.168,0.636,107.977,178889.0
Drake,Get Along Better,5ScbulRnixQ2XAdvrPMFjz,71,3TVXtAsR1Inumwj472S9r4,69021028,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,0.32,0.466,8.0,-6.77,1.0,0.0374,0.00645,0.0,0.133,0.338,177.693,229304.0
Mike Dimes,LABELS CALLIN',19s7W71y7IZDAn6X2mnCqr,70,6rIaHuCIUu32uj2CjlEBN3,147093,"['rap', 'viral rap']",63,0.889,0.354,0.0,-14.455,0.0,0.315,0.0186,0.0,0.0557,0.649,160.023,158158.0
347aidan,MEMORIES!,27XMmSWSOXJ7eVb40tH93T,75,0bBz5bRBkExaej2HxtVfCw,389956,['sad rap'],68,0.835,0.381,9.0,-6.121,1.0,0.342,0.757,4.59e-06,0.121,0.31,154.973,137806.0
Diane Guerrero,What Else Can I Do?,3XoYqtiWHhsk59frZupImG,71,18MFcGBHtyW0mU3ufcm0X1,5327,[],62,0.718,0.709,4.0,-5.568,1.0,0.039,0.258,0.0,0.101,0.54,119.974,179427.0
Sam Hunt,23,4PuAqZlL1tkidkuxfDlLbF,68,2kucQ9jQwuD8jWdtR9Ef38,2254522,"['contemporary country', 'country', 'country pop', 'country road']",69,0.641,0.78,3.0,-5.138,1.0,0.0852,0.0206,0.0,0.143,0.693,98.004,179720.0
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",6u3CPnFMKANYgfdiifFOiJ,70,3tlXnStJ1fFhdScmQeLpuG,2952014,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",80,0.539,0.615,1.0,-8.746,0.0,0.252,0.173,0.0056,0.144,0.493,163.924,214693.0
KSLV Noh,Override,0KYvs7DKC7Cl5IHmwpP13f,78,2ElMqlv5py0QFIVXUff627,251955,['drift phonk'],69,0.688,0.761,4.0,-4.607,0.0,0.163,0.00477,0.41,0.175,0.536,111.014,114625.0
Chloe Adams,Dirty Thoughts,2g1QPpTd4o8gTAapxEUPnz,73,4B1bjBU8CLkIBTYTRklo2u,101733,"['alt z', 'social media pop']",59,0.66,0.462,7.0,-7.203,1.0,0.103,0.168,1.37e-06,0.486,0.384,167.098,129699.0
Madison Beer,Reckless,5ajjAnNRh8bxFvaVHzpPjh,79,2kRfqPViCqYdSGhYSM9R0Q,5517030,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",72,0.386,0.426,3.0,-6.642,1.0,0.0363,0.807,0.0,0.14,0.261,180.104,203385.0
tana,Antisocial (feat. Slump6s),4KBJ6dFxtup8Ku4uQZcPQ8,69,1xgl9yxqIVq8PEEMai38uV,255993,"['hyperpop francais', 'viral rap']",60,0.618,0.605,1.0,-6.839,1.0,0.35,0.00196,0.0,0.46,0.494,146.514,175334.0
Thomas Rhett,What’s Your Country Song,4oR2cCQGs0Yt0Mgr2diV6V,69,6x2LnllRG5uGarZMsD4iO8,4283484,"['contemporary country', 'country', 'country road']",72,0.359,0.706,5.0,-6.151,1.0,0.0309,0.000602,0.0,0.285,0.479,174.079,171333.0
late night drive home,Stress Relief,7xLfmCx9jcZNgzlIK7NupN,70,1muzcpVFKmKSrT7rVNAwBB,61578,['indie pop'],55,0.519,0.666,8.0,-7.576,1.0,0.0318,0.0108,0.000623,0.0781,0.603,139.94,205714.0
Halsey,Could Have Been Me,16nCYYc1lCxCyvaR1lgo0i,71,26VFTg2z8YR0cCuwLzESi2,18820620,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",82,0.552,0.662,6.0,-6.225,0.0,0.0548,9.18e-05,0.0,0.143,0.572,79.973,148732.0
Morgan Wallen,This Side Of A Dust Cloud,0UotfxRXpJwpem9QheCD5a,67,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.645,0.734,4.0,-5.892,1.0,0.0266,0.139,0.000833,0.159,0.797,133.989,199947.0
Cardi B,Up,1XXimziG1uhM0eDNCZCrUl,72,4kYSro6naA4h99UJvo89HB,20676964,"['dance pop', 'pop', 'rap']",80,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945.0
Sadie Jean,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,73,0sMAHzxguan2KpnKFZPW2d,122270,[],62,0.378,0.334,1.0,-10.993,1.0,0.304,0.776,0.0,0.115,0.496,181.296,144667.0
Taylor Swift,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,74,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0
Anitta,Envolver,3IAfUEeaXRX9s9UdKOJrFI,81,7FNnA9vBm6EKceENgCGRMb,12390309,"['funk carioca', 'funk pop', 'pagode baiano', 'pop', 'pop nacional']",78,0.812,0.736,4.0,-5.421,0.0,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806.0
$uicideboy$,5 Grand at 8 to 1,1RSjxBz03F6vEqoHT9jWBa,68,1VPmR4DJC1PlOtd0IADAO0,4796091,"['dark trap', 'new orleans rap', 'underground hip hop']",84,0.776,0.719,5.0,-4.431,1.0,0.0886,0.444,0.0114,0.195,0.232,91.948,169565.0
Taylor Swift,Love Story (Taylor’s Version),3CeCwYWvdfXbZLXFhBrbnf,74,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.626,0.79,2.0,-4.302,1.0,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,235767.0
Mora,Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,82,0Q8NcsJwoCbZOHHW63su5S,1035432,['trap latino'],85,0.659,0.688,6.0,-4.649,1.0,0.0673,0.207,0.0,0.113,0.632,153.979,273474.0
John Mayer,New Light,4T6FWA703h6H7zk1FoSARw,75,0hEurMDQu99nJRq8pTxO14,5683525,"['neo mellow', 'singer-songwriter']",76,0.826,0.694,7.0,-7.862,1.0,0.0315,0.316,0.0285,0.074,0.852,123.932,217427.0
Giveon,All To Me,5JycxhApZmzbA4xSwvqh6k,71,4fxd5Ee7UefO4CUXgwJ7IP,2617432,"['pop', 'r&b']",79,0.523,0.543,5.0,-8.39,0.0,0.156,0.65,0.0,0.257,0.318,116.161,127807.0
El Fantasma,El Bélico,50pkO56KXHoH53sVPRSbZ3,75,0my6Pg4I28dVcZLSpAkqhv,4993471,"['banda', 'corrido', 'musica mexicana', 'nueva musica mexicana']",74,0.707,0.567,10.0,-4.091,1.0,0.0492,0.597,1.28e-06,0.0668,0.964,116.794,125819.0
Ruth B.,Dandelions - slowed + reverb,6fhG2KJgwO7CrNflRaRmvp,79,2WzaAvm2bBCf4pEhyuDgCY,2443107,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",75,0.573,0.715,8.0,-3.293,0.0,0.0256,0.0444,0.0,0.0898,0.258,101.699,268717.0
Ivan Cornejo,Llamadas Perdidas,3KrbX6XhTdxeIckOgjygMc,67,6PH3FLQAxtqYy46Zv08bpV,651648,"['nueva musica mexicana', 'sad sierreno']",75,0.447,0.347,9.0,-10.042,0.0,0.0364,0.225,0.00279,0.0891,0.233,167.032,261856.0
Chri$tian Gate$,NUMB,1BPBwKueIEMnUcbbs2te7B,71,0OEYE03fBF2VoTBxGuaUxL,185594,"['pop rap', 'sad rap', 'social media pop', 'viral rap']",63,0.682,0.598,8.0,-5.694,1.0,0.264,0.0575,0.0,0.299,0.823,103.791,112500.0
Parmalee,Just the Way,3FE6cfCDhmhOraeSLPe6Vj,69,4TshyQDihSYXSWqvclXl3I,195637,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']",59,0.544,0.829,9.0,-2.84,1.0,0.0404,0.107,0.0,0.317,0.815,90.048,193880.0
Clinton Kane,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,76,7okSU80WTrn4LXlyXYbX3P,780529,"['alt z', 'gen z singer-songwriter', 'pop']",68,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094.0
Sleepy Hallow,2055,0mG6igzxbH55XRyq3ygEh8,71,6EPlBSH2RSiettczlz7ihV,1155825,"['brooklyn drill', 'nyc rap']",76,0.775,0.518,6.0,-5.857,0.0,0.311,0.455,0.0,0.121,0.646,161.011,123987.0
Hotel Ugly,Stevie Doesn't Wonder,7BgyWwbbybJr2IbQoI1gzH,70,35WVTyRnKAoaGExqgktVyb,138406,[],71,0.534,0.288,10.0,-13.232,0.0,0.0331,0.195,5.21e-05,0.182,0.516,139.922,164571.0
Justin Morales,Desde Morro,0q1H8leLjzZvjHhgNBiVOx,72,5D7x9esAF6twPxuOqSMkeO,240037,"['corrido', 'corridos tumbados', 'nueva musica mexicana']",60,0.79,0.688,2.0,-5.474,0.0,0.0319,0.0996,0.0,0.111,0.815,97.483,146840.0
El Fantasma,Soy Buen Amigo,1Z0auW1yEy6Dq9hsRdeIV3,74,0my6Pg4I28dVcZLSpAkqhv,4993471,"['banda', 'corrido', 'musica mexicana', 'nueva musica mexicana']",74,0.699,0.55,10.0,-4.539,1.0,0.0568,0.523,0.0,0.158,0.969,119.924,153968.0
Old Dominion,No Hard Feelings,3YaycOQk7PoQpl7YdvmWdX,67,6y8XlgIV8BLlIg1tT1R10i,1278570,"['contemporary country', 'country', 'country road']",66,0.636,0.866,4.0,-5.796,1.0,0.0553,0.243,5.42e-06,0.371,0.963,85.004,191360.0
Nio Garcia,AM Remix,05bfbizlM5AX6Mf1RRyMho,77,5hdhHgpxyniooUiQVaPxQ0,3978099,"['latin hip hop', 'reggaeton', 'trap latino']",72,0.743,0.655,6.0,-5.015,0.0,0.159,0.114,0.0,0.0764,0.785,172.031,261335.0
Conjunto Rienda Real,Nadie Va A Pensar En Ti Mejor Que Yo,30eHHpkjMNqb2F0V8nXjbJ,71,5N3AyFVEE8vJa7AZEl7nD3,34135,"['nueva musica mexicana', 'sad sierreno']",56,0.77,0.695,2.0,-5.553,1.0,0.0341,0.192,7.03e-05,0.226,0.76,119.86,172018.0
mazie,dumb dumb,4qbEaaJ29p32GI8EWQmm6R,76,4adSXA1GDOxNG7Zw89YHyz,76822,['modern indie pop'],64,0.783,0.472,2.0,-8.392,1.0,0.0427,0.22,0.000458,0.0798,0.589,122.052,125256.0
KANKAN,Wokeup,3jM9VzF2d1AMUyTD8sTmPu,69,7tFehEdzjjoeiwUExR89qs,172019,"['pluggnb', 'vapor trap']",60,0.713,0.259,10.0,-14.872,0.0,0.238,0.245,3.06e-06,0.101,0.467,139.987,115347.0
Tory Lanez,Lady Of Namek,6ieWL5CLN9WdC875guWtMe,71,2jku7tDXc6XoB6MO2hFuqg,4823217,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.676,0.659,11.0,-5.123,0.0,0.0476,0.194,0.0,0.283,0.595,134.985,193994.0
Grupo Marca Registrada,El Doctor,2g12ZAzSIybDe6QC3w9DYl,76,1gW6pz5n1aK249L0GvfQCC,1485567,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']",79,0.864,0.765,8.0,-3.604,1.0,0.11,0.432,0.0,0.386,0.724,104.998,235328.0
Billie Eilish,Your Power,042Sl6Mn83JHyLEqdK7uI0,75,6qqNVTkY8uBg9cP3Jd7DAH,72176384,"['art pop', 'electropop', 'pop']",88,0.632,0.284,9.0,-14.025,0.0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897.0
Roddy Ricch,late at night,6kksmL4t09IgxhajuVDDxR,70,757aE44tKEUQEqRuT6GnEB,8601256,"['melodic rap', 'rap', 'trap']",81,0.621,0.405,1.0,-11.26,0.0,0.437,0.382,0.0,0.152,0.141,98.427,174549.0
Pooh Shiesty,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,67,5F1aAS1duwlzExnPs3l2Xe,1021551,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",70,0.443,0.731,0.0,-4.997,1.0,0.255,0.289,0.0,0.207,0.956,147.818,168649.0
Rauw Alejandro,Desesperados,6ZOcbKub95XSDESsKKuH41,81,1mcTU81TzQhprhouKaTkpq,14450535,"['puerto rican pop', 'trap latino']",89,0.869,0.694,1.0,-3.35,0.0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997.0
A Boogie Wit da Hoodie,Man in the Mirror,7uLFOXgLrS90tEYPO1DGXy,70,31W5EY0aAly4Qieq6OFu6I,6883744,"['melodic rap', 'rap', 'trap']",80,0.849,0.631,3.0,-4.241,0.0,0.0637,0.171,0.0,0.149,0.55,135.997,215304.0
$uicideboy$,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",5ikjIVLHoBrgaZ0zNrn6Ty,68,1VPmR4DJC1PlOtd0IADAO0,4796091,"['dark trap', 'new orleans rap', 'underground hip hop']",84,0.881,0.884,7.0,-5.185,0.0,0.0932,0.303,1.62e-05,0.157,0.633,126.033,142708.0
Grupo Firme,En Tu Perra Vida,0ldT3gl7aGNzrJyd4b1CA4,75,1dKdetem2xEmjgvyymzytS,7984351,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",81,0.546,0.438,5.0,-4.748,1.0,0.0669,0.353,0.0,0.261,0.568,112.136,238677.0
Yeat,Dëserve it,14p60PiibNloesz8pDovLI,69,3qiHUAX7zY4Qnjx8TNUzVx,1389773,['pluggnb'],79,0.707,0.6,8.0,-9.341,1.0,0.219,0.0786,0.0,0.325,0.598,75.944,110602.0
PinkPantheress,Attracted To You,4fPjI40ElIwJQ4DJJxSCOe,69,78rUTD7y6Cy67W1RVzYs7t,1283309,[],71,0.727,0.58,6.0,-11.094,1.0,0.192,0.0372,0.00377,0.0596,0.75,114.21,67638.0
Sleepy Hallow,Low Key (Bonus),6iSgJHz6m1XOszvVuBVnqs,68,6EPlBSH2RSiettczlz7ihV,1155825,"['brooklyn drill', 'nyc rap']",76,0.884,0.494,0.0,-5.849,1.0,0.207,0.862,0.0,0.349,0.96,100.098,158400.0
Del Water Gap,Ode to a Conversation Stuck in Your Throat,51Lf3l6wx008NdBxCQnD6B,70,0xPoVNPnxIIUS1vrxAYV00,97404,"['deep new americana', 'indie pop', 'modern rock']",57,0.57,0.804,11.0,-6.782,1.0,0.0701,0.0598,8.96e-05,0.187,0.624,87.533,199233.0
Travis Scott,ESCAPE PLAN,4R67rQNSbbsR4TdUVOIdez,73,0Y5tJX1MQlPlqiwlOH1tJY,21388609,"['rap', 'slap house']",88,0.839,0.506,5.0,-6.714,0.0,0.133,0.00207,0.0,0.13,0.44,154.12,149610.0
Yeat,Mad bout that,7nZwBbH8F8FqArrVIe8Zl4,69,3qiHUAX7zY4Qnjx8TNUzVx,1389773,['pluggnb'],79,0.601,0.537,2.0,-9.143,1.0,0.115,0.0339,0.0,0.137,0.228,140.221,130201.0
Lil Peep,witchblades,7pIorU6vXlFoXmHUdsbpfX,72,2kCcBybjl3SAtIcwdWpUe3,9209333,"['emo rap', 'lgbtq+ hip hop']",82,0.634,0.54,8.0,-7.002,1.0,0.0777,0.0223,0.0,0.302,0.543,143.968,149360.0
Bo Burnham,Look Who’s Inside Again,0lZZ8pibk6Zu3M9hTthk1a,70,2Waw2sSbqvAwK8NwACNjVo,1617182,['comic'],71,0.643,0.331,2.0,-9.235,1.0,0.0387,0.761,0.0,0.373,0.648,160.006,83422.0
Sonder,Nobody But You,6VFKuuqSbA1GpMEosUgTwQ,71,2ICR2m4hOBPhaYiZB3rnLW,477012,['r&b'],66,0.637,0.299,7.0,-11.314,1.0,0.0366,0.742,0.0,0.359,0.364,83.872,213214.0
Alesso,When I’m Gone (with Katy Perry),5902W4uHWzhtOff1UK7the,78,4AVFqumd2ogHFlRbKIjp1t,3868733,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",75,0.685,0.886,0.0,-4.179,1.0,0.034,0.028,0.0,0.481,0.615,125.034,161267.0
Lucy Bennett,Brahms Lullaby,6ffUjpr83utMRU2X4BDu63,73,2gpFIVZUCq1gf8RALTZaWj,116,[],55,0.521,0.0473,11.0,-21.921,1.0,0.0601,0.996,0.964,0.101,0.879,137.368,99877.0
Megan Thee Stallion,Thot Shit,5zNW5ARjYhJQJz1AChP33n,70,181bsRPaVXVlUKXrxwZfHK,7239504,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",79,0.95,0.693,9.0,-3.424,1.0,0.0898,0.0133,0.0,0.173,0.891,130.02,184635.0
Shady Moon,Cherry Blossoms,4LEt6hyaGn4scwUsimBeXt,71,2urobxol2zYHXOUJXDh8n4,83565,"['aesthetic rap', 'lo-fi chill', 'meme rap', 'sad lo-fi', 'sad rap']",63,0.792,0.346,8.0,-11.424,1.0,0.25,0.74,0.000776,0.223,0.462,117.932,138368.0
